,0,1,2,3,4,5,6,7,8,9
percent_change_24h,-0.00045568928826517476,0.32838873833558646,0.17539408103140783,0.043324327544465385,-0.05870132874757237,0.48511850157813724,0.28371223963257414,0.1637415818444421,-0.17682773966942475,0.03402157185011204
percent_change_7d,0.018258437387874943,0.3898961947281062,0.12114598994203785,-0.15171275293574313,-0.05801954221615236,0.31085765315391795,-0.04544750837241505,-0.012860576082595401,-0.04542777060181788,-0.1266531219265109
percent_change_30d,0.06728379220157908,0.41230525007731217,0.15996729301267226,-0.10671869210124821,-0.09426830966286065,0.0073038737679577805,-0.11089739277378048,-0.25594316056366306,0.18889994194002274,0.09706346219086304
volume_percent_change_24h,-0.00043630373897350595,-0.25483274143793694,0.14361782648275687,-0.35100609464622035,-0.021877407870995937,0.2032160240842221,-0.33095566042241553,-0.221860746979212,-0.1015408035531687,-0.0038255329205855878
volume_percent_change_7d,-0.05112378142092257,-0.2057206235792947,0.1392593071425324,-0.37362541652725206,0.20154229296834744,0.2864007943629211,-0.2428481014297119,0.090220287380408,-0.007887566800188123,0.14997664811683603
volume_percent_change_30d,-0.09259976777060555,-0.25545957505362643,0.12009356203523165,-0.2473637412904242,0.30317248402086683,0.3050780602581212,0.11669021716868287,0.3051881552115254,0.10327827290940182,-0.1551182667002347
market_cap_percent_change_24h,0.2677982912590925,-0.13658251992808085,0.16155855681626205,-0.3000712959833944,-0.3058138300977763,-0.1725089638130758,0.37453438725343063,0.030626603343127733,-0.011285445230842376,0.09927138536860777
market_cap_percent_change_7d,0.39991849184248623,0.03445706217432774,0.1393026622474262,0.022901026647764316,0.023528641714616032,-0.08613524709866978,-0.20088965339093806,0.19578955979224943,0.20234516039308803,-0.41125648078566707
market_cap_percent_change_30d,0.37904205290551807,-0.019694388668424184,0.07589637882081966,0.12196684233980241,0.32982508235284524,0.044823749355129366,-0.004518847345076857,-0.06250403275927147,0.10511958871005818,0.4233224721469234
circulating_supply_percent_change_24h,0.26906994442340054,-0.10037803592405782,0.1804766346027169,-0.2960353190943916,-0.31229093946806774,-0.11765580911029423,0.4071237343515265,0.05336266171658363,-0.02915374055425333,0.10068899924428584
circulating_supply_percent_change_7d,0.3985167574402583,0.046929451712391684,0.14272666866758058,0.01649479682029411,0.022528024040725656,-0.07531292689784845,-0.20071928901956718,0.1971763832491639,0.19623496268477286,-0.41878710999502
circulating_supply_percent_change_30d,0.37987575335003176,-0.013408731846177283,0.07816011260287734,0.12002728254908775,0.32862693738308035,0.0450571533021494,-0.0057909722912543385,-0.06548565663430718,0.10685277638711742,0.42240135946682333
realized_daily_volatility,-0.08656947675896638,-0.21948658650336386,0.3315922329141618,-0.14915735339693767,-0.16843429185499123,-0.12113479477338557,-0.22870517743845817,-0.26572883430437505,-0.13261464228883277,0.011077243785786894
peg_error,-0.09754820026600836,0.4391660010576545,0.19889066872821864,-0.1982389196241503,0.07351119098129703,-0.0023708105289093886,-0.002030197133565595,0.096348637923861,-0.024428059386473612,0.08384191194767163
abs_peg_error,-0.1216224273341036,0.14710609870664015,0.4440373913280328,0.10359925925851933,0.062256448993720154,-0.1684191117929998,-0.0799752873565856,-0.18076653971520337,-0.08418168352540568,-0.05967692484214032
price_deviation_5d,-0.1883166119938989,0.06899078596244239,0.39485360167915473,0.04581825963284846,0.16348091114489555,-0.3716108362409741,-0.05061714117038393,0.012701989636946916,0.049430396616013714,0.09858820747980943
price_deviation_30d,-0.2738604076049714,-0.028959214773630955,0.20612037787445217,-0.02316642234714924,0.22667938638545185,-0.28902327474437367,0.11094906516435048,0.549978564561793,-0.049506137858238944,0.07965781693088791
downward_price_deviation_5d,-0.016320831900359874,-0.214952453195716,0.34878163679140356,0.4073100257702534,-0.06845781997455899,0.1898175677370758,0.1296771176944212,-0.09302686522519239,-0.12265245091347295,-0.10436375748755075
downward_price_deviation_30d,-0.010766535110434823,-0.2175770404461507,0.3078172951269788,0.41782954661336863,-0.1712535157159696,0.28018522972421755,0.05311630542736989,0.031140075107930768,0.0630990270005079,-0.0065101475171262385
fear_greed_index,-0.2350040388381324,-0.05335229772997575,0.0454281604186636,-0.11135058442068023,0.24336998331189516,0.044969370493928774,0.4103207119703472,-0.39127307342452716,0.64119880081769,-0.21798756078707837
fed_funds_rate,0.18770598603373156,0.016355983438485083,-0.025923506885178547,-0.06458558763232153,0.48311303120898125,-0.09806384149692553,0.27334413768671634,-0.29982400543576876,-0.5888328248590529,-0.34561133156873497
